_id|attr1id|attr1list|attr2id|vendor|of8|color|dept|description|largepicture|price|title|overallqoh|quantityonhandsum|sale|sizelist|style|SHIPPINGSURCHARGE|TOPSELLER|JUSTIN|MEGANPICK|FINDS|SHOECHARGE|exclusive
2878|12349|Grey|NULL|TOLANI|NULL|NULL|TOPS|NULL|22956-DEFAULT-l.jpg|68|Ariel Tank|9|NULL|Y|XS,S,M|16502-2|0|NULL|NULL|N|Y|NULL|Y
2880|10853|Green|NULL|SUNDRY|NULL|NULL|TOPS|NULL|22649-DEFAULT-l.jpg|58|Army of Lovers Tee|4|NULL|Y|0,1,2,3|75-420C22|0|NULL|NULL|N|Y|NULL|Y
2881|10853|Green|NULL|SUNDRY|NULL|NULL|TOPS|NULL|22649-DEFAULT-l.jpg|58|Army of Lovers Tee|4|NULL|Y|0,1,2,3|75-420C22|0|NULL|NULL|N|Y|NULL|Y
2882|10853|Green|NULL|SUNDRY|NULL|NULL|TOPS|NULL|22649-DEFAULT-l.jpg|58|Army of Lovers Tee|4|NULL|Y|0,1,2,3|75-420C22|0|NULL|NULL|N|Y|NULL|Y
2885|10853|Green|NULL|SUNDRY|NULL|NULL|TOPS|NULL|22649-DEFAULT-l.jpg|58|Army of Lovers Tee|18|NULL|Y|0,1,2,3|75-420C22|0|NULL|NULL|N|Y|NULL|Y
2886|10853|Green|NULL|SUNDRY|NULL|NULL|TOPS|NULL|22649-DEFAULT-l.jpg|58|Army of Lovers Tee|18|NULL|Y|0,1,2,3|75-420C22|0|NULL|NULL|N|Y|NULL|Y
17|8399|Ivory,Black|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|11809-DEFAULT-l.jpg|20|Galloon Lace Halter|949|NULL|N|XS,S,M,L|F763O915|0|Y|NULL|N|Y|NULL|N
23|8399|Ivory,Black|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|11809-DEFAULT-l.jpg|20|Galloon Lace Halter|784|NULL|N|XS,S,M,L|F763O915|0|Y|NULL|N|Y|NULL|N
1236|12522|Ivory|NULL|GENTLE FAWN|NULL|NULL|TOPS|NULL|22135-DEFAULT-l.jpg|108|Pointelle Eyelash Sweater|5|NULL|Y|M,L|GF161-3636|0|NULL|NULL|N|N|NULL|N
1238|12522|Ivory|NULL|GENTLE FAWN|NULL|NULL|TOPS|NULL|22135-DEFAULT-l.jpg|108|Pointelle Eyelash Sweater|5|NULL|Y|M,L|GF161-3636|0|NULL|NULL|N|N|NULL|N
1914|12617|Blue|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22792-DEFAULT-l.jpg|88|Classic Pullover Shirt|28|NULL|Y|XS,S,L|C2127-549-294|0|Y|NULL|N|N|NULL|N
1917|12617|Blue|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22792-DEFAULT-l.jpg|88|Classic Pullover Shirt|6|NULL|Y|XS,S,L|C2127-549-294|0|Y|NULL|N|N|NULL|N
1918|12617|Blue|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22792-DEFAULT-l.jpg|88|Classic Pullover Shirt|6|NULL|Y|XS,S,L|C2127-549-294|0|Y|NULL|N|N|NULL|N
1921|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|9|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1922|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|9|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1925|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|24|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1926|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|24|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1929|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|9|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1930|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|9|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1933|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|10|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1934|12201|White|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22784-DEFAULT-l.jpg|88|Seamed Two Pocket Shirt|10|NULL|Y|XS,S,M,L|C2891-654-303.316|0|Y|NULL|N|N|NULL|N
1937|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|76|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1940|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|76|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1942|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|57|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1945|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|57|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1947|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|4|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1950|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|4|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1952|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|33|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1955|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|33|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1957|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|11|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1960|12897|Black,Pink,White,Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22432-DEFAULT-l.jpg|48|Piper Chiffon Top|11|NULL|Y|S,M,L|T7131-054-LU|0|Y|NULL|N|Y|NULL|Y
1962|13077|Black,Blue,Red|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22537-DEFAULT-l.jpg|38|Flynn Chiffon Tee|89|NULL|Y|S,M,L|T6939-054-LU|0|NULL|NULL|Y|Y|NULL|Y
1963|13077|Black,Blue,Red|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22537-DEFAULT-l.jpg|38|Flynn Chiffon Tee|89|NULL|Y|S,M,L|T6939-054-LU|0|NULL|NULL|Y|Y|NULL|Y
1966|13077|Black,Blue,Red|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22537-DEFAULT-l.jpg|38|Flynn Chiffon Tee|4|NULL|Y|S,M,L|T6939-054-LU|0|NULL|NULL|Y|Y|NULL|Y
1967|13077|Black,Blue,Red|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22537-DEFAULT-l.jpg|38|Flynn Chiffon Tee|4|NULL|Y|S,M,L|T6939-054-LU|0|NULL|NULL|Y|Y|NULL|Y
1970|13077|Black,Blue,Red|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22537-DEFAULT-l.jpg|38|Flynn Chiffon Tee|52|NULL|Y|S,M,L|T6939-054-LU|0|NULL|NULL|Y|Y|NULL|Y
1971|13077|Black,Blue,Red|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22537-DEFAULT-l.jpg|38|Flynn Chiffon Tee|52|NULL|Y|S,M,L|T6939-054-LU|0|NULL|NULL|Y|Y|NULL|Y
1974|13077|Black,Blue,Red|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22537-DEFAULT-l.jpg|38|Flynn Chiffon Tee|14|NULL|Y|S,M,L|T6939-054-LU|0|NULL|NULL|Y|Y|NULL|Y
2288|12652|Blue|NULL|SANCTUARY|NULL|NULL|TOPS|NULL|22946-DEFAULT-l.jpg|139|Day Trip Vest|52|NULL|Y|XS,S,M,L|V0054-DR017|0|Y|NULL|N|N|NULL|N
2289|12652|Blue|NULL|SANCTUARY|NULL|NULL|TOPS|NULL|22946-DEFAULT-l.jpg|139|Day Trip Vest|52|NULL|Y|XS,S,M,L|V0054-DR017|0|Y|NULL|N|N|NULL|N
2294|12652|Blue|NULL|SANCTUARY|NULL|NULL|TOPS|NULL|22946-DEFAULT-l.jpg|139|Day Trip Vest|38|NULL|Y|XS,S,M,L|V0054-DR017|0|Y|NULL|N|N|NULL|N
2295|12652|Blue|NULL|SANCTUARY|NULL|NULL|TOPS|NULL|22946-DEFAULT-l.jpg|139|Day Trip Vest|38|NULL|Y|XS,S,M,L|V0054-DR017|0|Y|NULL|N|N|NULL|N
2346|4943|Blue|NULL|SKIES ARE BLUE|NULL|NULL|TOPS|NULL|22592-DEFAULT-l.jpg|54|Patchwork Print Tank|7|NULL|Y|XS,S|34579|0|NULL|NULL|N|Y|NULL|N
2347|4943|Blue|NULL|SKIES ARE BLUE|NULL|NULL|TOPS|NULL|22592-DEFAULT-l.jpg|54|Patchwork Print Tank|7|NULL|Y|XS,S|34579|0|NULL|NULL|N|Y|NULL|N
2351|4943|Blue|NULL|SKIES ARE BLUE|NULL|NULL|TOPS|NULL|22592-DEFAULT-l.jpg|54|Patchwork Print Tank|26|NULL|Y|XS,S|34579|0|NULL|NULL|N|Y|NULL|N
2352|4943|Blue|NULL|SKIES ARE BLUE|NULL|NULL|TOPS|NULL|22592-DEFAULT-l.jpg|54|Patchwork Print Tank|26|NULL|Y|XS,S|34579|0|NULL|NULL|N|Y|NULL|N
2759|7344|Pink,Blue|NULL|PEYTON JENSEN|NULL|NULL|TOPS|NULL|22988-DEFAULT-l.jpg|48|Sydney Tie Dye Drape Tank|26|NULL|Y|S,M,L,XS|K7417-GG|0|NULL|NULL|N|Y|NULL|Y
2760|7344|Pink,Blue|NULL|PEYTON JENSEN|NULL|NULL|TOPS|NULL|22988-DEFAULT-l.jpg|48|Sydney Tie Dye Drape Tank|26|NULL|Y|S,M,L,XS|K7417-GG|0|NULL|NULL|N|Y|NULL|Y
2810|12722|Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22666-DEFAULT-l.jpg|48|Rhone Slvless Drape Top|4|NULL|Y|XS|1834TP2-RC|0|NULL|NULL|N|Y|NULL|Y
2811|12722|Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22666-DEFAULT-l.jpg|48|Rhone Slvless Drape Top|4|NULL|Y|XS|1834TP2-RC|0|NULL|NULL|N|Y|NULL|Y
2812|12722|Blue|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22666-DEFAULT-l.jpg|48|Rhone Slvless Drape Top|4|NULL|Y|XS|1834TP2-RC|0|NULL|NULL|N|Y|NULL|Y
3234|12855||NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22985-DEFAULT-l.jpg|48|Adventure On My Mind Tank|4|NULL|Y|L|J10783-5282|0|NULL|NULL|Y|Y|NULL|Y
3235|12855||NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22985-DEFAULT-l.jpg|48|Adventure On My Mind Tank|4|NULL|Y|L|J10783-5282|0|NULL|NULL|Y|Y|NULL|Y
3236|12855||NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22985-DEFAULT-l.jpg|48|Adventure On My Mind Tank|4|NULL|Y|L|J10783-5282|0|NULL|NULL|Y|Y|NULL|Y
3240|11465|Black|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22744-DEFAULT-l.jpg|48|Strong Smart Loved Mom|5|NULL|Y|S,M,L|J10823-5778|0|Y|NULL|N|Y|NULL|Y
3241|11465|Black|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22744-DEFAULT-l.jpg|48|Strong Smart Loved Mom|5|NULL|Y|S,M,L|J10823-5778|0|Y|NULL|N|Y|NULL|Y
3242|11465|Black|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22744-DEFAULT-l.jpg|48|Strong Smart Loved Mom|5|NULL|Y|S,M,L|J10823-5778|0|Y|NULL|N|Y|NULL|Y
3246|11465|Black|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22744-DEFAULT-l.jpg|48|Strong Smart Loved Mom|18|NULL|Y|S,M,L|J10823-5778|0|Y|NULL|N|Y|NULL|Y
3247|11465|Black|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22744-DEFAULT-l.jpg|48|Strong Smart Loved Mom|18|NULL|Y|S,M,L|J10823-5778|0|Y|NULL|N|Y|NULL|Y
3248|11465|Black|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22744-DEFAULT-l.jpg|48|Strong Smart Loved Mom|18|NULL|Y|S,M,L|J10823-5778|0|Y|NULL|N|Y|NULL|Y
3253|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|8|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3254|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|8|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3255|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|8|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3259|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|8|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3260|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|8|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3261|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|8|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3265|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|14|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3266|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|14|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3267|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|14|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3271|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|17|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3272|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|17|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3273|734|Red|NULL|JUNK FOOD|NULL|NULL|TOPS|NULL|22747-DEFAULT-l.jpg|48|Born to do This Tank|17|NULL|Y|XS,S,M,L|J9748-5500|0|Y|NULL|N|Y|NULL|Y
3276|12769|Grey|NULL|SUNNYSIDE|NULL|NULL|TOPS||22653-DEFAULT-l.jpg|48|Eve Tee|36|NULL|N|XS,S,M,L|79-477|0|NULL|NULL|N|Y|NULL|N
3277|12769|Grey|NULL|SUNNYSIDE|NULL|NULL|TOPS||22653-DEFAULT-l.jpg|48|Eve Tee|36|NULL|N|XS,S,M,L|79-477|0|NULL|NULL|N|Y|NULL|N
3280|12769|Grey|NULL|SUNNYSIDE|NULL|NULL|TOPS||22653-DEFAULT-l.jpg|48|Eve Tee|27|NULL|N|XS,S,M,L|79-477|0|NULL|NULL|N|Y|NULL|N
3281|12769|Grey|NULL|SUNNYSIDE|NULL|NULL|TOPS||22653-DEFAULT-l.jpg|48|Eve Tee|27|NULL|N|XS,S,M,L|79-477|0|NULL|NULL|N|Y|NULL|N
3284|12769|Grey|NULL|SUNNYSIDE|NULL|NULL|TOPS||22653-DEFAULT-l.jpg|48|Eve Tee|7|NULL|N|XS,S,M,L|79-477|0|NULL|NULL|N|Y|NULL|N
3285|12769|Grey|NULL|SUNNYSIDE|NULL|NULL|TOPS||22653-DEFAULT-l.jpg|48|Eve Tee|7|NULL|N|XS,S,M,L|79-477|0|NULL|NULL|N|Y|NULL|N
11|8399|Ivory,Black|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|11809-DEFAULT-l.jpg|20|Galloon Lace Halter|252|NULL|N|XS,S,M,L|F763O915|0|Y|NULL|N|Y|NULL|N
322|12352|Pink,Black,Ivory,Red,Grey,Pink|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|15831-DEFAULT-l.jpg|20|Galloon Lace Racerback|344|NULL|N|XS,S,M,L,XL|F040O835|0|Y|NULL|N|Y|NULL|N
330|12352|Pink,Black,Ivory,Red,Grey,Pink|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|15831-DEFAULT-l.jpg|20|Galloon Lace Racerback|1102|NULL|N|XS,S,M,L,XL|F040O835|0|Y|NULL|N|Y|NULL|N
338|12352|Pink,Black,Ivory,Red,Grey,Pink|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|15831-DEFAULT-l.jpg|20|Galloon Lace Racerback|1045|NULL|N|XS,S,M,L,XL|F040O835|0|Y|NULL|N|Y|NULL|N
346|12352|Pink,Black,Ivory,Red,Grey,Pink|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|15831-DEFAULT-l.jpg|20|Galloon Lace Racerback|489|NULL|N|XS,S,M,L,XL|F040O835|0|Y|NULL|N|Y|NULL|N
1199|12508|Blue|NULL|KUT FROM THE KLOTH|NULL|NULL|TOPS|NULL|22468-DEFAULT-l.jpg|89|Denim Jacket|4|NULL|N|XS,M,L|KJ618MF6|0|Y|NULL|N|N|NULL|N
1201|12508|Blue|NULL|KUT FROM THE KLOTH|NULL|NULL|TOPS|NULL|22468-DEFAULT-l.jpg|89|Denim Jacket|4|NULL|N|XS,M,L|KJ618MF6|0|Y|NULL|N|N|NULL|N
1202|12508|Blue|NULL|KUT FROM THE KLOTH|NULL|NULL|TOPS|NULL|22468-DEFAULT-l.jpg|89|Denim Jacket|4|NULL|N|XS,M,L|KJ618MF6|0|Y|NULL|N|N|NULL|N
1854|13252|Purple,Blue,Red,Red|NULL|FREE PEOPLE|REPLENISHABLE|NULL|TOPS|NULL|22422-DEFAULT-l.jpg|20|Galloon Lace Racerback|16|NULL|N|XS,S,M,L|F040O835-S16|0|Y|NULL|N|Y|NULL|N
1859|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|16|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1860|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|16|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1864|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|47|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1865|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|47|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1869|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|9|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1870|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|9|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1874|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|16|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1875|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|16|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1879|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|8|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1880|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|8|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1884|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|10|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1885|12611|Black,Green,Pink|NULL|FREE PEOPLE|NULL|NULL|TOPS|NULL|22286-DEFAULT-l.jpg|58|Pearl`s Tee|10|NULL|Y|XS,S,M,L|OB467017.116|0|Y|NULL|Y|Y|NULL|N
1889|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|13|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1890|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|13|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1894|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|56|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1895|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|56|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1899|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|18|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1900|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|18|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1904|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|15|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1905|12614|Grey|NULL|ALLISON JOY|NULL|NULL|TOPS|NULL|22879-DEFAULT-l.jpg|78|Long Sleeve Button Front Knit Back Shirt|15|NULL|Y|XS,S,M,L|EV10682.16-DW|0|Y|NULL|Y|N|NULL|Y
1909|12617|Blue|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22792-DEFAULT-l.jpg|88|Classic Pullover Shirt|9|NULL|Y|XS,S,L|C2127-549-294|0|Y|NULL|N|N|NULL|N
1910|12617|Blue|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22792-DEFAULT-l.jpg|88|Classic Pullover Shirt|9|NULL|Y|XS,S,L|C2127-549-294|0|Y|NULL|N|N|NULL|N
1913|12617|Blue|NULL|CLOTH AND STONE|NULL|NULL|TOPS|NULL|22792-DEFAULT-l.jpg|88|Classic Pullover Shirt|28|NULL|Y|XS,S,L|C2127-549-294|0|Y|NULL|N|N|NULL|N
2729|12685|White|NULL|BRAEVE|NULL|NULL|TOPS|NULL|22655-DEFAULT-l.jpg|48|Kaija Halter Tank|5|NULL|Y|L|TF-1224-VM|0|NULL|NULL|N|Y|NULL|Y
2731|12685|White|NULL|BRAEVE|NULL|NULL|TOPS|NULL|22655-DEFAULT-l.jpg|48|Kaija Halter Tank|5|NULL|Y|L|TF-1224-VM|0|NULL|NULL|N|Y|NULL|Y
2732|12685|White|NULL|BRAEVE|NULL|NULL|TOPS|NULL|22655-DEFAULT-l.jpg|48|Kaija Halter Tank|5|NULL|Y|L|TF-1224-VM|0|NULL|NULL|N|Y|NULL|Y
2733|13033|Black,Green,Pink,White|NULL|PEYTON JENSEN|NULL|NULL|TOPS|NULL|22623-DEFAULT-l.jpg|38|Rockland High Low Tank|29|NULL|Y|XS,S,M,L,XL|J5193-GG|0|NULL|NULL|Y|Y|NULL|Y
2734|13033|Black,Green,Pink,White|NULL|PEYTON JENSEN|NULL|NULL|TOPS|NULL|22623-DEFAULT-l.jpg|38|Rockland High Low Tank|29|NULL|Y|XS,S,M,L,XL|J5193-GG|0|NULL|NULL|Y|Y|NULL|Y
2736|13033|Black,Green,Pink,White|NULL|PEYTON JENSEN|NULL|NULL|TOPS|NULL|22623-DEFAULT-l.jpg|38|Rockland High Low Tank|29|NULL|Y|XS,S,M,L,XL|J5193-GG|0|NULL|NULL|Y|Y|NULL|Y
2738|13033|Black,Green,Pink,White|NULL|PEYTON JENSEN|NULL|NULL|TOPS|NULL|22623-DEFAULT-l.jpg|38|Rockland High Low Tank|19|NULL|Y|XS,S,M,L,XL|J5193-GG|0|NULL|NULL|Y|Y|NULL|Y
